GEOID,Geo_QName,Geo_STUSAB,Geo_STATE,Geo_COUNTY,Geo_TRACT,tot_pop,pop_dens,area,pop_male,pop_female,perc_male,perc_female,pop_under5,pop_5to9,pop_10to14,pop_15to17,pop_18to24,pop_25to34,pop_35to44,pop_45to54,pop_55to64,pop_65to74,pop_75to84,pop_85andover,perc_under5,perc_5to9,perc_10to14,perc_15to17,perc_18to24,perc_25to34,perc_35to44,perc_45to54,perc_55to64,perc_65to74,perc_75to84,perc_85andover,pop_white,pop_blackaa,pop_nativeamerican,pop_asian,pop_hawaiipacificislander,pop_race_other,pop_2ormoreraces,perc_white,perc_blackaa,perc_nativeamerican,perc_asian,perc_hawaiipacificislander,perc_race_other,perc_2ormoreraces,pop_nothispanic,pop_hispanic,perc_nothispanic,perc_hispanic,tot_pop_over25,pop25plus_lessthanhs,pop25plus_hsgrad,pop25plus_somecollege,pop25plus_bachelors,pop25plus_masters,pop25plus_profschooldegree,pop25plus_doctorate,perc25plus_lessthanhs,perc25plus_hsgrad,perc25plus_somecollege,perc25plus_bachelors,perc25plus_masters,perc25plus_profschooldegree,perc25plus_doctorate,tot_pop_over3,pop3plus_enrolledinschool,pop3plus_notenrolledinschool,perc3plus_enrolledinschool,perc3plus_notenrolledinschool,median_hhi,mean_hhi,percapita_income,gini,housing_units,housing_units_occupied,housing_units_vacant,perc_housing_units_occupied,perc_housing_units_vacant,occupied_housing_units,heat_type_gas,heat_type_electric,heat_type_fueloil,heat_type_coal,heat_type_solar,heat_type_other,heat_type_nofuel,perc_heat_type_gas,perc_heat_type_electric,perc_heat_type_fueloil,perc_heat_type_coal,perc_heat_type_solar,perc_heat_type_other,perc_heat_type_nofuel,median_gross_rent,tot_workers,workers_cartruckvan,workers_drovealone,workers_carpool,workers_publictransit,workers_motorcycle,workers_bicycle,workers_walked,workers_other,workers_wfh,perc_workers_cartruckvan,perc_workers_drovealone,perc_workers_carpool,perc_workers_publictransit,perc_workers_motorcycle,perc_workers_bicycle,perc_workers_walked,perc_workers_other,perc_workers_wfh,avg_commute,no_vehicle,1_vehicle,2_vehicle,3_vehicle,4_vehicle,5ormore_vehicle,perc_no_vehicle,perc_1_vehicle,perc_2_vehicle,perc_3_vehicle,perc_4_vehicle,perc_5ormore_vehicle
53005010815,"Census Tract 108.15, Benton County, Washington",wa,53,005,010815,9102,1429.228,6.36847275,4577,4525,50.29,49.71,797,706,385,701,660,878,1208,1008,1122,797,641,199,8.76,7.76,4.23,7.7,7.25,9.65,13.27,11.07,12.33,8.76,7.04,2.19,6884,5,0,347,0,851,1015,75.63,0.05,0,3.81,0,9.35,11.15,7215,1887,79.27,20.73,5853,301,805,2279,1407,763,125,173,5.14,13.75,38.94,24.04,13.04,2.14,2.96,8570,2551,6019,29.77,70.23,92596,124016.0394,46352,0.4039,3497,3348,149,95.74,4.26,3348,1237,2052,0,37,0,0,22,36.95,61.29,0,1.11,0,0,0.66,1380,4206,3577,3073,504,0,0,38,0,0,591,85.05,73.06,11.98,0,0,0.9,0,0,14.05,18,102,1014,1385,556,159,132,3.05,30.29,41.37,16.61,4.75,3.94
53005010816,"Census Tract 108.16, Benton County, Washington",wa,53,005,010816,5091,3280.434,1.551928812,2095,2996,41.15,58.85,327,332,302,263,179,853,391,453,975,649,233,134,6.42,6.52,5.93,5.17,3.52,16.76,7.68,8.9,19.15,12.75,4.58,2.63,4649,18,0,13,0,0,411,91.32,0.35,0,0.26,0,0,8.07,4566,525,89.69,10.31,3688,363,658,1023,1007,382,108,147,9.84,17.84,27.74,27.3,10.36,2.93,3.99,4921,1161,3760,23.59,76.41,94107,111795.9106,47759,0.4296,2376,2103,273,88.51,11.49,2103,877,1226,0,0,0,0,0,41.7,58.3,0,0,0,0,0,1657,2464,2357,2143,214,30,0,0,0,18,59,95.66,86.97,8.69,1.22,0,0,0,0.73,2.39,19,189,706,757,332,55,64,8.99,33.57,36,15.79,2.62,3.04
53005010817,"Census Tract 108.17, Benton County, Washington",wa,53,005,010817,6570,3312.101,1.983635445,3512,3058,53.46,46.54,327,416,748,425,445,412,945,931,817,625,397,82,4.98,6.33,11.39,6.47,6.77,6.27,14.38,14.17,12.44,9.51,6.04,1.25,5278,0,0,753,20,65,454,80.33,0,0,11.46,0.3,0.99,6.91,5814,756,88.49,11.51,4209,184,244,943,1534,764,297,243,4.37,5.8,22.4,36.45,18.15,7.06,5.77,6417,2132,4285,33.22,66.78,120673,148882.2692,57830,0.4389,2484,2459,25,98.99,1.01,2459,1218,1241,0,0,0,0,0,49.53,50.47,0,0,0,0,0,1352,2895,2509,2327,182,19,0,0,0,31,336,86.67,80.38,6.29,0.66,0,0,0,1.07,11.61,23,183,651,865,566,116,78,7.44,26.47,35.18,23.02,4.72,3.17
53005010818,"Census Tract 108.18, Benton County, Washington",wa,53,005,010818,3323,1332.957,2.492953249,1762,1561,53.02,46.98,250,381,208,185,50,392,561,463,393,406,34,0,7.52,11.47,6.26,5.57,1.5,11.8,16.88,13.93,11.83,12.22,1.02,0,2725,0,0,205,0,157,236,82,0,0,6.17,0,4.72,7.1,2870,453,86.37,13.63,2249,9,221,865,881,157,61,55,0.4,9.83,38.46,39.17,6.98,2.71,2.45,3152,832,2320,26.4,73.6,143145,138085.3834,53401,0.3512,1433,1252,181,87.37,12.63,1252,702,550,0,0,0,0,0,56.07,43.93,0,0,0,0,0,1971,1695,1355,1299,56,0,0,0,0,0,340,79.94,76.64,3.3,0,0,0,0,0,20.06,23,23,231,573,372,53,0,1.84,18.45,45.77,29.71,4.23,0
53005010819,"Census Tract 108.19, Benton County, Washington",wa,53,005,010819,3361,1596.204,2.10562018,1634,1727,48.62,51.38,95,294,251,174,147,304,631,319,542,364,186,54,2.83,8.75,7.47,5.18,4.37,9.04,18.77,9.49,16.13,10.83,5.53,1.61,2903,141,0,150,0,58,109,86.37,4.2,0,4.46,0,1.73,3.24,3264,97,97.11,2.89,2400,36,349,393,647,647,125,203,1.5,14.54,16.38,26.96,26.96,5.21,8.46,3336,883,2453,26.47,73.53,155281,181186.428,64604,0.3759,1217,1201,16,98.69,1.31,1201,495,686,0,0,20,0,0,41.22,57.12,0,0,1.67,0,0,NA,1613,1333,1244,89,0,0,0,24,9,247,82.64,77.12,5.52,0,0,0,1.49,0.56,15.31,17,38,113,522,364,120,44,3.16,9.41,43.46,30.31,9.99,3.66
53005010820,"Census Tract 108.20, Benton County, Washington",wa,53,005,010820,3919,1832.386,2.138741183,1937,1982,49.43,50.57,106,98,44,138,573,714,379,276,566,431,288,306,2.7,2.5,1.12,3.52,14.62,18.22,9.67,7.04,14.44,11,7.35,7.81,3501,96,16,106,111,12,77,89.33,2.45,0.41,2.7,2.83,0.31,1.96,3648,271,93.08,6.92,2960,90,610,1307,742,154,31,26,3.04,20.61,44.16,25.07,5.2,1.05,0.88,3847,413,3434,10.74,89.26,71594,92833.82138,49354,0.3753,2095,2049,46,97.8,2.2,2049,150,1885,0,14,0,0,0,7.32,92,0,0.68,0,0,0,1486,2009,1616,1537,79,0,0,24,0,0,369,80.44,76.51,3.93,0,0,1.19,0,0,18.37,19,218,788,720,259,49,15,10.64,38.46,35.14,12.64,2.39,0.73
53005010901,"Census Tract 109.01, Benton County, Washington",wa,53,005,010901,6310,2438.466,2.587692684,3213,3097,50.92,49.08,515,265,511,99,528,1082,1197,686,474,514,309,130,8.16,4.2,8.1,1.57,8.37,17.15,18.97,10.87,7.51,8.15,4.9,2.06,5094,183,122,30,8,363,510,80.73,2.9,1.93,0.48,0.13,5.75,8.08,4700,1610,74.48,25.52,4392,425,1457,1882,564,44,0,20,9.68,33.17,42.85,12.84,1,0,0.46,6018,1010,5008,16.78,83.22,65574,71332.11279,29721,0.4232,2453,2376,77,96.86,3.14,2376,12,2321,0,43,0,0,0,0.51,97.69,0,1.81,0,0,0,1030,2650,2357,2258,99,123,20,0,0,0,150,88.94,85.21,3.74,4.64,0.75,0,0,0,5.66,25,363,763,742,320,142,46,15.28,32.11,31.23,13.47,5.98,1.94
53005010902,"Census Tract 109.02, Benton County, Washington",wa,53,005,010902,5644,4670.42,1.208456564,2699,2945,47.82,52.18,289,586,579,168,571,794,780,514,696,561,72,34,5.12,10.38,10.26,2.98,10.12,14.07,13.82,9.11,12.33,9.94,1.28,0.6,3213,425,17,216,0,1495,278,56.93,7.53,0.3,3.83,0,26.49,4.93,3497,2147,61.96,38.04,3451,432,1306,1065,430,218,0,0,12.52,37.84,30.86,12.46,6.32,0,0,5446,1697,3749,31.16,68.84,66235,73159.50413,27674,0.3739,2305,2178,127,94.49,5.51,2178,168,1978,0,4,0,0,28,7.71,90.82,0,0.18,0,0,1.29,1050,2544,2366,1918,448,69,0,0,28,0,81,93,75.39,17.61,2.71,0,0,1.1,0,3.18,16,161,603,698,606,63,47,7.39,27.69,32.05,27.82,2.89,2.16
53005011001,"Census Tract 110.01, Benton County, Washington",wa,53,005,011001,6093,3633.422,1.676931708,3192,2901,52.39,47.61,633,735,246,137,352,1322,532,494,820,250,346,226,10.39,12.06,4.04,2.25,5.78,21.7,8.73,8.11,13.46,4.1,5.68,3.71,4701,96,3,30,0,612,651,77.15,1.58,0.05,0.49,0,10.04,10.68,3632,2461,59.61,40.39,3990,629,1206,1276,431,422,0,26,15.76,30.23,31.98,10.8,10.58,0,0.65,5755,1434,4321,24.92,75.08,64812,81283.01536,29011,0.4302,2231,2149,82,96.32,3.68,2149,233,1908,0,0,8,0,0,10.84,88.79,0,0,0.37,0,0,1078,2623,2393,2246,147,0,18,0,41,0,171,91.23,85.63,5.6,0,0.69,0,1.56,0,6.52,17,236,608,839,207,239,20,10.98,28.29,39.04,9.63,11.12,0.93
53005011002,"Census Tract 110.02, Benton County, Washington",wa,53,005,011002,5150,4501.594,1.144039277,2679,2471,52.02,47.98,360,391,285,160,847,855,699,481,489,316,201,66,6.99,7.59,5.53,3.11,16.45,16.6,13.57,9.34,9.5,6.14,3.9,1.28,3455,63,77,134,0,881,540,67.09,1.22,1.5,2.6,0,17.11,10.49,3292,1858,63.92,36.08,3107,501,1001,1234,276,55,12,28,16.12,32.22,39.72,8.88,1.77,0.39,0.9,4951,1272,3679,25.69,74.31,51924,65950.26948,27413,0.3919,2186,2041,145,93.37,6.63,2041,202,1800,0,9,0,9,21,9.9,88.19,0,0.44,0,0.44,1.03,1074,2373,2206,1748,458,14,0,8,52,8,85,92.96,73.66,19.3,0.59,0,0.34,2.19,0.34,3.58,20,154,867,534,331,58,97,7.55,42.48,26.16,16.22,2.84,4.75
53005011100,"Census Tract 111, Benton County, Washington",wa,53,005,011100,8041,4032.027,1.994282213,3981,4060,49.51,50.49,474,770,463,543,714,832,1073,1040,704,1152,134,142,5.89,9.58,5.76,6.75,8.88,10.35,13.34,12.93,8.76,14.33,1.67,1.77,5852,373,106,68,0,1218,424,72.78,4.64,1.32,0.85,0,15.15,5.27,5587,2454,69.48,30.52,5077,226,1430,2516,670,216,19,0,4.45,28.17,49.56,13.2,4.25,0.37,0,7739,2119,5620,27.38,72.62,68670,83189.5378,29913,0.3987,2846,2791,55,98.07,1.93,2791,522,2191,12,61,0,5,0,18.7,78.5,0.43,2.19,0,0.18,0,997,3267,2953,2586,367,24,0,4,0,18,268,90.39,79.16,11.23,0.73,0,0.12,0,0.55,8.2,24,54,557,1119,565,382,114,1.93,19.96,40.09,20.24,13.69,4.08
53005011201,"Census Tract 112.01, Benton County, Washington",wa,53,005,011201,4304,7688.769,0.559777497,2324,1980,54,46,333,269,411,48,649,924,545,485,287,225,86,42,7.74,6.25,9.55,1.12,15.08,21.47,12.66,11.27,6.67,5.23,2,0.98,2202,119,59,65,0,1732,127,51.16,2.76,1.37,1.51,0,40.24,2.95,1698,2606,39.45,60.55,2594,901,734,707,223,13,11,5,34.73,28.3,27.26,8.6,0.5,0.42,0.19,4112,1033,3079,25.12,74.88,40722,49222.18521,18896,0.4357,1659,1501,158,90.48,9.52,1501,122,1332,0,47,0,0,0,8.13,88.74,0,3.13,0,0,0,1120,1759,1660,1403,257,16,0,0,0,31,52,94.37,79.76,14.61,0.91,0,0,0,1.76,2.96,22,78,798,440,135,41,9,5.2,53.16,29.31,8.99,2.73,0.6
53005011202,"Census Tract 112.02, Benton County, Washington",wa,53,005,011202,3283,8085.277,0.406046669,1369,1914,41.7,58.3,344,260,246,156,484,633,322,90,180,226,236,106,10.48,7.92,7.49,4.75,14.74,19.28,9.81,2.74,5.48,6.88,7.19,3.23,1890,0,225,16,0,1112,40,57.57,0,6.85,0.49,0,33.87,1.22,1808,1475,55.07,44.93,1793,407,584,552,181,69,0,0,22.7,32.57,30.79,10.09,3.85,0,0,3088,1038,2050,33.61,66.39,26715,36961.60648,15650,0.4412,1479,1357,122,91.75,8.25,1357,98,1259,0,0,0,0,0,7.22,92.78,0,0,0,0,0,880,950,744,616,128,85,0,0,0,0,121,78.32,64.84,13.47,8.95,0,0,0,0,12.74,31,442,637,110,72,39,57,32.57,46.94,8.11,5.31,2.87,4.2
53005011300,"Census Tract 113, Benton County, Washington",wa,53,005,011300,4856,2329.292,2.084753675,2405,2451,49.53,50.47,219,304,372,366,432,808,714,440,715,320,96,70,4.51,6.26,7.66,7.54,8.9,16.64,14.7,9.06,14.72,6.59,1.98,1.44,2682,73,27,89,0,557,1428,55.23,1.5,0.56,1.83,0,11.47,29.41,2217,2639,45.65,54.35,3163,688,1092,1062,211,47,34,29,21.75,34.52,33.58,6.67,1.49,1.07,0.92,4766,1223,3543,25.66,74.34,63250,75995.54682,24880,0.4038,1766,1527,239,86.47,13.53,1527,243,1269,0,15,0,0,0,15.91,83.1,0,0.98,0,0,0,1023,1994,1866,1384,482,2,0,0,52,1,73,93.58,69.41,24.17,0.1,0,0,2.61,0.05,3.66,28,93,231,702,275,68,158,6.09,15.13,45.97,18.01,4.45,10.35
53005011401,"Census Tract 114.01, Benton County, Washington",wa,53,005,011401,3698,4174.747,0.885802174,1796,1902,48.57,51.43,216,246,322,155,419,478,586,457,371,377,66,5,5.84,6.65,8.71,4.19,11.33,12.93,15.85,12.36,10.03,10.19,1.78,0.14,2079,69,12,151,34,296,1057,56.22,1.87,0.32,4.08,0.92,8,28.58,2109,1589,57.03,42.97,2340,497,611,662,414,122,0,34,21.24,26.11,28.29,17.69,5.21,0,1.45,3606,1010,2596,28.01,71.99,58625,78249.77612,29545,0.4463,1454,1340,114,92.16,7.84,1340,108,1221,0,11,0,0,0,8.06,91.12,0,0.82,0,0,0,1128,1727,1556,1347,209,40,0,8,0,15,108,90.1,78,12.1,2.32,0,0.46,0,0.87,6.25,21,53,488,492,198,68,41,3.96,36.42,36.72,14.78,5.07,3.06
53005011402,"Census Tract 114.02, Benton County, Washington",wa,53,005,011402,5259,1862.539,2.823565206,2674,2585,50.85,49.15,438,391,252,133,353,912,533,645,701,641,182,78,8.33,7.43,4.79,2.53,6.71,17.34,10.14,12.26,13.33,12.19,3.46,1.48,4358,6,30,83,0,317,465,82.87,0.11,0.57,1.58,0,6.03,8.84,4216,1043,80.17,19.83,3692,493,735,1496,716,217,11,24,13.35,19.91,40.52,19.39,5.88,0.3,0.65,4983,1202,3781,24.12,75.88,95083,104989.5845,38224,0.3348,1905,1853,52,97.27,2.73,1853,169,1660,9,15,0,0,0,9.12,89.58,0.49,0.81,0,0,0,1774,2473,2105,1760,345,22,8,0,28,0,310,85.12,71.17,13.95,0.89,0.32,0,1.13,0,12.54,28,21,316,616,514,247,139,1.13,17.05,33.24,27.74,13.33,7.5
53005011501,"Census Tract 115.01, Benton County, Washington",wa,53,005,011501,6543,322.0883,20.31430261,3422,3121,52.3,47.7,162,502,372,309,776,451,725,814,1452,480,409,91,2.48,7.67,5.69,4.72,11.86,6.89,11.08,12.44,22.19,7.34,6.25,1.39,4924,28,0,11,0,865,715,75.26,0.43,0,0.17,0,13.22,10.93,4476,2067,68.41,31.59,4422,897,1570,1311,385,224,23,12,20.28,35.5,29.65,8.71,5.07,0.52,0.27,6413,1311,5102,20.44,79.56,81806,82315.31574,28699,0.3409,2433,2122,311,87.22,12.78,2122,92,1958,18,54,0,0,0,4.34,92.27,0.85,2.54,0,0,0,1111,2808,2525,2193,332,0,0,10,30,0,243,89.92,78.1,11.82,0,0,0.36,1.07,0,8.65,29,0,353,698,619,310,142,0,16.64,32.89,29.17,14.61,6.69
53005011504,"Census Tract 115.04, Benton County, Washington",wa,53,005,011504,2992,585.3203,5.111731406,1526,1466,51,49,257,211,211,145,241,481,302,382,339,315,87,21,8.59,7.05,7.05,4.85,8.05,16.08,10.09,12.77,11.33,10.53,2.91,0.7,2099,291,0,87,23,279,213,70.15,9.73,0,2.91,0.77,9.32,7.12,2495,497,83.39,16.61,1927,322,477,653,316,152,7,0,16.71,24.75,33.89,16.4,7.89,0.36,0,2887,756,2131,26.19,73.81,89886,116963.9059,40523,0.4195,978,978,0,100,0,978,51,881,0,19,0,27,0,5.21,90.08,0,1.94,0,2.76,0,1384,1312,1167,1093,74,0,0,0,13,0,132,88.95,83.31,5.64,0,0,0,0.99,0,10.06,25,17,187,332,329,66,47,1.74,19.12,33.95,33.64,6.75,4.81
53005011505,"Census Tract 115.05, Benton County, Washington",wa,53,005,011505,4468,2963.169,1.50784521,2114,2354,47.31,52.69,128,281,249,293,248,431,585,567,632,361,374,319,2.86,6.29,5.57,6.56,5.55,9.65,13.09,12.69,14.15,8.08,8.37,7.14,3184,13,64,209,0,525,473,71.26,0.29,1.43,4.68,0,11.75,10.59,3300,1168,73.86,26.14,3269,542,1075,660,766,136,67,23,16.58,32.88,20.19,23.43,4.16,2.05,0.7,4393,949,3444,21.6,78.4,72731,96896.92575,37803,0.4356,1774,1724,50,97.18,2.82,1724,674,1050,0,0,0,0,0,39.1,60.9,0,0,0,0,0,1483,1833,1734,1338,396,0,0,0,0,0,99,94.6,73,21.6,0,0,0,0,0,5.4,21,88,470,667,197,215,87,5.1,27.26,38.69,11.43,12.47,5.05
53005011506,"Census Tract 115.06, Benton County, Washington",wa,53,005,011506,7605,243.6925,31.20736003,3970,3635,52.2,47.8,485,789,351,370,995,550,1318,939,755,875,146,32,6.38,10.37,4.62,4.87,13.08,7.23,17.33,12.35,9.93,11.51,1.92,0.42,6882,44,0,245,0,119,315,90.49,0.58,0,3.22,0,1.56,4.14,7078,527,93.07,6.93,4615,299,678,1545,1198,799,96,0,6.48,14.69,33.48,25.96,17.31,2.08,0,7308,2165,5143,29.63,70.37,120240,146646.1345,46355,0.3311,2447,2380,67,97.26,2.74,2380,1131,1233,16,0,0,0,0,47.52,51.81,0.67,0,0,0,0,2016,3682,3323,3101,222,0,0,0,51,0,308,90.25,84.22,6.03,0,0,0,1.39,0,8.37,19,0,400,1019,659,253,49,0,16.81,42.82,27.69,10.63,2.06
53005011600,"Census Tract 116, Benton County, Washington",wa,53,005,011600,1032,1.726893,597.6049186,574,458,55.62,44.38,100,66,59,65,146,125,129,147,88,62,20,25,9.69,6.4,5.72,6.3,14.15,12.11,12.5,14.24,8.53,6.01,1.94,2.42,509,0,0,0,0,447,76,49.32,0,0,0,0,43.31,7.36,378,654,36.63,63.37,596,180,112,171,103,26,0,4,30.2,18.79,28.69,17.28,4.36,0,0.67,980,233,747,23.78,76.22,80625,98859.78261,30957,0.4347,290,276,14,95.17,4.83,276,2,263,0,0,0,0,11,0.72,95.29,0,0,0,0,3.99,980,442,305,268,37,29,0,0,41,29,38,69,60.63,8.37,6.56,0,0,9.28,6.56,8.6,14,0,43,118,62,13,40,0,15.58,42.75,22.46,4.71,14.49
53005011701,"Census Tract 117.01, Benton County, Washington",wa,53,005,011701,3068,532.0178,5.766724016,1601,1467,52.18,47.82,189,324,334,52,374,328,414,255,357,201,152,88,6.16,10.56,10.89,1.69,12.19,10.69,13.49,8.31,11.64,6.55,4.95,2.87,2030,0,121,0,0,627,290,66.17,0,3.94,0,0,20.44,9.45,1884,1184,61.41,38.59,1795,297,569,650,248,17,0,14,16.55,31.7,36.21,13.82,0.95,0,0.78,2958,876,2082,29.61,70.39,77528,92440.8393,31414,0.4113,1028,977,51,95.04,4.96,977,53,904,0,0,0,0,20,5.42,92.53,0,0,0,0,2.05,725,1428,1244,801,443,0,0,0,54,0,130,87.11,56.09,31.02,0,0,0,3.78,0,9.1,23,91,250,402,89,113,32,9.31,25.59,41.15,9.11,11.57,3.28
53005011702,"Census Tract 117.02, Benton County, Washington",wa,53,005,011702,5464,661.6144,8.258586526,2611,2853,47.79,52.21,374,878,480,112,429,859,398,716,315,440,333,130,6.84,16.07,8.78,2.05,7.85,15.72,7.28,13.1,5.77,8.05,6.09,2.38,3463,70,62,183,10,1070,606,63.38,1.28,1.13,3.35,0.18,19.58,11.09,2481,2983,45.41,54.59,3191,664,715,866,604,295,11,36,20.81,22.41,27.14,18.93,9.24,0.34,1.13,5277,1590,3687,30.13,69.87,64375,73408.23834,26127,0.3828,2064,1930,134,93.51,6.49,1930,247,1666,0,17,0,0,0,12.8,86.32,0,0.88,0,0,0,960,1927,1769,1580,189,0,0,0,13,0,145,91.8,81.99,9.81,0,0,0,0.67,0,7.52,19,154,408,641,374,181,172,7.98,21.14,33.21,19.38,9.38,8.91
53005011801,"Census Tract 118.01, Benton County, Washington",wa,53,005,011801,3342,21.08616,158.4926077,1665,1677,49.82,50.18,73,135,308,198,441,318,430,412,586,426,8,7,2.18,4.04,9.22,5.92,13.2,9.52,12.87,12.33,17.53,12.75,0.24,0.21,2284,26,83,158,2,552,237,68.34,0.78,2.48,4.73,0.06,16.52,7.09,2313,1029,69.21,30.79,2187,395,749,716,178,116,20,13,18.06,34.25,32.74,8.14,5.3,0.91,0.59,3281,771,2510,23.5,76.5,77813,99554.07609,34541,0.3699,1194,1104,90,92.46,7.54,1104,77,948,31,48,0,0,0,6.97,85.87,2.81,4.35,0,0,0,833,1660,1441,1344,97,48,0,15,0,39,117,86.81,80.96,5.84,2.89,0,0.9,0,2.35,7.05,26,19,146,388,295,156,100,1.72,13.22,35.14,26.72,14.13,9.06
53005011802,"Census Tract 118.02, Benton County, Washington",wa,53,005,011802,2797,15.58175,179.5049182,1480,1317,52.91,47.09,171,101,221,175,182,368,309,484,298,299,172,17,6.11,3.61,7.9,6.26,6.51,13.16,11.05,17.3,10.65,10.69,6.15,0.61,1699,55,52,0,0,705,286,60.74,1.97,1.86,0,0,25.21,10.23,1470,1327,52.56,47.44,1947,454,945,361,87,88,0,12,23.32,48.54,18.54,4.47,4.52,0,0.62,2733,588,2145,21.51,78.49,74702,87394.55399,33231,0.3592,1201,1065,136,88.68,11.32,1065,42,908,6,104,0,0,5,3.94,85.26,0.56,9.77,0,0,0.47,929,1456,1417,1239,178,0,0,0,0,0,39,97.32,85.1,12.23,0,0,0,0,0,2.68,20,40,314,294,233,146,38,3.76,29.48,27.61,21.88,13.71,3.57
53005011900,"Census Tract 119, Benton County, Washington",wa,53,005,011900,6631,104.0258,63.74382584,3199,3432,48.24,51.76,706,565,526,119,582,927,904,678,612,731,250,31,10.65,8.52,7.93,1.79,8.78,13.98,13.63,10.22,9.23,11.02,3.77,0.47,4643,0,64,9,0,1051,864,70.02,0,0.97,0.14,0,15.85,13.03,4241,2390,63.96,36.04,4133,648,1270,1672,385,148,10,0,15.68,30.73,40.45,9.32,3.58,0.24,0,6063,1484,4579,24.48,75.52,61956,72378.59939,25141,0.3887,2438,2299,139,94.3,5.7,2299,148,1955,0,132,0,52,12,6.44,85.04,0,5.74,0,2.26,0.52,1083,2382,2208,1684,524,0,0,0,0,0,174,92.7,70.7,22,0,0,0,0,0,7.3,27,109,450,790,369,212,369,4.74,19.57,34.36,16.05,9.22,16.05
53005012000,"Census Tract 120, Benton County, Washington",wa,53,005,012000,0,0,440.44910170000003,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,7,0,7,0,100,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
53007960100,"Census Tract 9601, Chelan County, Washington",wa,53,007,960100,2357,2.842677,829.1481072,1117,1240,47.39,52.61,33,64,142,84,297,204,370,253,439,238,147,86,1.4,2.72,6.02,3.56,12.6,8.66,15.7,10.73,18.63,10.1,6.24,3.65,1779,12,46,65,4,260,191,75.48,0.51,1.95,2.76,0.17,11.03,8.1,1969,388,83.54,16.46,1737,174,591,614,229,114,5,10,10.02,34.02,35.35,13.18,6.56,0.29,0.58,2342,429,1913,18.32,81.68,83000,97800.67265,39346,0.3626,1285,892,393,69.42,30.58,892,27,775,0,71,0,19,0,3.03,86.88,0,7.96,0,2.13,0,1006,1261,1044,998,46,38,6,9,49,21,94,82.79,79.14,3.65,3.01,0.48,0.71,3.89,1.67,7.45,36,10,231,327,173,105,46,1.12,25.9,36.66,19.39,11.77,5.16
53007960201,"Census Tract 9602.01, Chelan County, Washington",wa,53,007,960201,4388,28.04048,156.4880393,2194,2194,50,50,240,237,222,151,216,346,591,491,712,758,348,76,5.47,5.4,5.06,3.44,4.92,7.89,13.47,11.19,16.23,17.27,7.93,1.73,4085,18,2,35,0,107,141,93.09,0.41,0.05,0.8,0,2.44,3.21,4112,276,93.71,6.29,3322,130,586,1026,995,473,79,33,3.91,17.64,30.89,29.95,14.24,2.38,0.99,4277,833,3444,19.48,80.52,81335,110144.8076,48381,0.4679,2357,1897,460,80.48,19.52,1897,42,1840,0,7,0,0,8,2.21,97,0,0.37,0,0,0.42,1155,1916,1350,1216,134,11,0,25,236,0,294,70.46,63.47,6.99,0.57,0,1.3,12.32,0,15.34,26,219,557,706,318,59,38,11.54,29.36,37.22,16.76,3.11,2
53007960202,"Census Tract 9602.02, Chelan County, Washington",wa,53,007,960202,1970,17.19201,114.588083,913,1057,46.35,53.65,9,23,61,49,54,323,179,134,325,556,128,129,0.46,1.17,3.1,2.49,2.74,16.4,9.09,6.8,16.5,28.22,6.5,6.55,1820,2,70,0,0,36,42,92.39,0.1,3.55,0,0,1.83,2.13,1904,66,96.65,3.35,1774,35,390,537,458,270,78,6,1.97,21.98,30.27,25.82,15.22,4.4,0.34,1961,262,1699,13.36,86.64,90179,113993.4668,55271,0.4226,1622,949,673,58.51,41.49,949,118,805,0,16,0,10,0,12.43,84.83,0,1.69,0,1.05,0,1154,1060,641,641,0,0,0,0,94,0,325,60.47,60.47,0,0,0,0,8.87,0,30.66,32,36,171,396,177,80,89,3.79,18.02,41.73,18.65,8.43,9.38
53007960203,"Census Tract 9602.03, Chelan County, Washington",wa,53,007,960203,1120,1.57364,711.7254536,692,428,61.79,38.21,108,7,7,34,13,29,74,107,286,307,120,28,9.64,0.62,0.62,3.04,1.16,2.59,6.61,9.55,25.54,27.41,10.71,2.5,1087,0,0,15,0,6,12,97.05,0,0,1.34,0,0.54,1.07,1087,33,97.05,2.95,951,28,364,239,235,55,30,0,2.94,38.28,25.13,24.71,5.78,3.15,0,1024,37,987,3.61,96.39,72585,92598.60558,43722,0.4812,1733,502,1231,28.97,71.03,502,33,355,0,114,0,0,0,6.57,70.72,0,22.71,0,0,0,NA,289,211,211,0,0,0,0,15,12,51,73.01,73.01,0,0,0,0,5.19,4.15,17.65,42,0,112,296,55,39,0,0,22.31,58.96,10.96,7.77,0
