GEOID,Geo_QName,Geo_STUSAB,Geo_STATE,Geo_COUNTY,Geo_TRACT,tot_pop,pop_dens,area,pop_male,pop_female,perc_male,perc_female,pop_under5,pop_5to9,pop_10to14,pop_15to17,pop_18to24,pop_25to34,pop_35to44,pop_45to54,pop_55to64,pop_65to74,pop_75to84,pop_85andover,perc_under5,perc_5to9,perc_10to14,perc_15to17,perc_18to24,perc_25to34,perc_35to44,perc_45to54,perc_55to64,perc_65to74,perc_75to84,perc_85andover,pop_white,pop_blackaa,pop_nativeamerican,pop_asian,pop_hawaiipacificislander,pop_race_other,pop_2ormoreraces,perc_white,perc_blackaa,perc_nativeamerican,perc_asian,perc_hawaiipacificislander,perc_race_other,perc_2ormoreraces,pop_nothispanic,pop_hispanic,perc_nothispanic,perc_hispanic,tot_pop_over25,pop25plus_lessthanhs,pop25plus_hsgrad,pop25plus_somecollege,pop25plus_bachelors,pop25plus_masters,pop25plus_profschooldegree,pop25plus_doctorate,perc25plus_lessthanhs,perc25plus_hsgrad,perc25plus_somecollege,perc25plus_bachelors,perc25plus_masters,perc25plus_profschooldegree,perc25plus_doctorate,tot_pop_over3,pop3plus_enrolledinschool,pop3plus_notenrolledinschool,perc3plus_enrolledinschool,perc3plus_notenrolledinschool,median_hhi,mean_hhi,percapita_income,gini,housing_units,housing_units_occupied,housing_units_vacant,perc_housing_units_occupied,perc_housing_units_vacant,occupied_housing_units,heat_type_gas,heat_type_electric,heat_type_fueloil,heat_type_coal,heat_type_solar,heat_type_other,heat_type_nofuel,perc_heat_type_gas,perc_heat_type_electric,perc_heat_type_fueloil,perc_heat_type_coal,perc_heat_type_solar,perc_heat_type_other,perc_heat_type_nofuel,median_gross_rent,tot_workers,workers_cartruckvan,workers_drovealone,workers_carpool,workers_publictransit,workers_motorcycle,workers_bicycle,workers_walked,workers_other,workers_wfh,perc_workers_cartruckvan,perc_workers_drovealone,perc_workers_carpool,perc_workers_publictransit,perc_workers_motorcycle,perc_workers_bicycle,perc_workers_walked,perc_workers_other,perc_workers_wfh,avg_commute,no_vehicle,1_vehicle,2_vehicle,3_vehicle,4_vehicle,5ormore_vehicle,perc_no_vehicle,perc_1_vehicle,perc_2_vehicle,perc_3_vehicle,perc_4_vehicle,perc_5ormore_vehicle
53033000201,"Census Tract 2.01, King County, Washington",wa,53,033,000201,4691,6724.583,0.697589719,2562,2129,54.62,45.38,204,128,237,194,230,691,706,722,838,262,365,114,4.35,2.73,5.05,4.14,4.9,14.73,15.05,15.39,17.86,5.59,7.78,2.43,2967,560,12,684,0,282,186,63.25,11.94,0.26,14.58,0,6.01,3.97,4153,538,88.53,11.47,3698,289,524,889,1036,557,52,351,7.82,14.17,24.04,28.02,15.06,1.41,9.49,4506,698,3808,15.49,84.51,90083,128824.5854,68931,0.5228,2520,2412,108,95.71,4.29,2412,503,1862,21,0,0,0,26,20.85,77.2,0.87,0,0,0,1.08,1787,2815,1358,1240,118,628,0,20,88,0,721,48.24,44.05,4.19,22.31,0,0.71,3.13,0,25.61,32,213,1133,944,97,25,0,8.83,46.97,39.14,4.02,1.04,0
53033000202,"Census Tract 2.02, King County, Washington",wa,53,033,000202,4425,7743.27,0.571464038,2263,2162,51.14,48.86,440,301,143,16,242,1068,563,570,473,436,116,57,9.94,6.8,3.23,0.36,5.47,24.14,12.72,12.88,10.69,9.85,2.62,1.29,2348,433,40,754,0,204,646,53.06,9.79,0.9,17.04,0,4.61,14.6,3842,583,86.82,13.18,3283,131,593,647,1094,530,175,113,3.99,18.06,19.71,33.32,16.14,5.33,3.44,4071,842,3229,20.68,79.32,118699,132140.0518,47792,0.3764,1585,1543,42,97.35,2.65,1543,670,725,148,0,0,0,0,43.42,46.99,9.59,0,0,0,0,1610,2347,1301,1166,135,285,32,0,88,0,641,55.43,49.68,5.75,12.14,1.36,0,3.75,0,27.31,29,61,390,743,228,92,29,3.95,25.28,48.15,14.78,5.96,1.88
53033000300,"Census Tract 3, King County, Washington",wa,53,033,000300,2964,6339.093,0.467574753,1589,1375,53.61,46.39,152,121,147,145,469,357,505,469,297,220,63,19,5.13,4.08,4.96,4.89,15.82,12.04,17.04,15.82,10.02,7.42,2.13,0.64,1923,60,0,640,1,39,301,64.88,2.02,0,21.59,0.03,1.32,10.16,2857,107,96.39,3.61,1930,141,212,376,676,438,32,55,7.31,10.98,19.48,35.03,22.69,1.66,2.85,2878,780,2098,27.1,72.9,118638,152730.7087,59695,0.4043,1226,1143,83,93.23,6.77,1143,525,523,76,19,0,0,0,45.93,45.76,6.65,1.66,0,0,0,2193,1701,1126,1021,105,166,11,0,62,0,336,66.2,60.02,6.17,9.76,0.65,0,3.64,0,19.75,26,42,410,388,222,81,0,3.67,35.87,33.95,19.42,7.09,0
53033000402,"Census Tract 4.02, King County, Washington",wa,53,033,000402,5421,7804.785,0.694573874,2379,3042,43.88,56.12,183,284,280,29,341,592,819,778,651,572,426,466,3.38,5.24,5.17,0.53,6.29,10.92,15.11,14.35,12.01,10.55,7.86,8.6,4180,111,0,435,11,184,500,77.11,2.05,0,8.02,0.2,3.39,9.22,4974,447,91.75,8.25,4304,178,737,1085,1341,535,241,187,4.14,17.12,25.21,31.16,12.43,5.6,4.34,5289,884,4405,16.71,83.29,87061,142153.5303,70546,0.4771,2762,2606,156,94.35,5.65,2606,903,1607,96,0,0,0,0,34.65,61.67,3.68,0,0,0,0,1727,2823,1702,1344,358,530,0,37,23,0,531,60.29,47.61,12.68,18.77,0,1.31,0.81,0,18.81,29,482,1197,516,339,55,17,18.5,45.93,19.8,13.01,2.11,0.65
53033000403,"Census Tract 4.03, King County, Washington",wa,53,033,000403,3298,12760.66,0.258450618,1557,1741,47.21,52.79,162,158,75,36,179,686,520,359,352,427,235,109,4.91,4.79,2.27,1.09,5.43,20.8,15.77,10.89,10.67,12.95,7.13,3.31,2391,107,0,439,0,78,283,72.5,3.24,0,13.31,0,2.37,8.58,3130,168,94.91,5.09,2688,91,382,1033,665,436,55,26,3.39,14.21,38.43,24.74,16.22,2.05,0.97,3232,676,2556,20.92,79.08,50438,84596.88761,46398,0.5648,1754,1735,19,98.92,1.08,1735,324,1380,21,0,0,0,10,18.67,79.54,1.21,0,0,0,0.58,1496,1472,899,831,68,191,38,0,71,88,185,61.07,56.45,4.62,12.98,2.58,0,4.82,5.98,12.57,36,314,987,360,59,15,0,18.1,56.89,20.75,3.4,0.86,0
53033000404,"Census Tract 4.04, King County, Washington",wa,53,033,000404,3847,16135.99,0.238411143,1266,2581,32.91,67.09,100,139,257,112,252,832,498,373,661,379,161,83,2.6,3.61,6.68,2.91,6.55,21.63,12.95,9.7,17.18,9.85,4.19,2.16,1493,1280,22,448,0,90,514,38.81,33.27,0.57,11.65,0,2.34,13.36,3392,455,88.17,11.83,2987,338,544,1151,730,176,48,0,11.32,18.21,38.53,24.44,5.89,1.61,0,3798,998,2800,26.28,73.72,44214,61306.84629,36530,0.4384,2341,2264,77,96.71,3.29,2264,282,1982,0,0,0,0,0,12.46,87.54,0,0,0,0,0,1610,2137,1520,1265,255,433,0,0,30,33,121,71.13,59.2,11.93,20.26,0,0,1.4,1.54,5.66,29,517,1421,289,0,37,0,22.84,62.77,12.77,0,1.63,0
53033000500,"Census Tract 5, King County, Washington",wa,53,033,000500,3486,3115.222,1.119021401,1816,1670,52.09,47.91,255,298,227,178,33,280,470,598,342,548,123,134,7.31,8.55,6.51,5.11,0.95,8.03,13.48,17.15,9.81,15.72,3.53,3.84,2739,139,45,252,0,41,270,78.57,3.99,1.29,7.23,0,1.18,7.75,3432,54,98.45,1.55,2495,50,200,373,1091,396,279,106,2,8.02,14.95,43.73,15.87,11.18,4.25,3359,858,2501,25.54,74.46,176719,247461.8824,93779,0.4708,1293,1275,18,98.61,1.39,1275,917,240,118,0,0,0,0,71.92,18.82,9.25,0,0,0,0,3000,1514,884,824,60,63,0,34,36,28,469,58.39,54.43,3.96,4.16,0,2.25,2.38,1.85,30.98,31,44,261,650,193,72,55,3.45,20.47,50.98,15.14,5.65,4.31
53033000601,"Census Tract 6.01, King County, Washington",wa,53,033,000601,4852,8780.062,0.552615688,2420,2432,49.88,50.12,478,196,90,61,522,1068,798,531,499,386,145,78,9.85,4.04,1.85,1.26,10.76,22.01,16.45,10.94,10.28,7.96,2.99,1.61,3014,616,14,521,8,164,515,62.12,12.7,0.29,10.74,0.16,3.38,10.61,4605,247,94.91,5.09,3505,84,485,1129,1121,500,98,88,2.4,13.84,32.21,31.98,14.27,2.8,2.51,4586,783,3803,17.07,82.93,94483,131744.3963,52729,0.4018,1995,1847,148,92.58,7.42,1847,761,1001,85,0,0,0,0,41.2,54.2,4.6,0,0,0,0,1907,2607,1630,1400,230,239,19,19,135,0,565,62.52,53.7,8.82,9.17,0.73,0.73,5.18,0,21.67,27,291,573,598,322,0,63,15.76,31.02,32.38,17.43,0,3.41
53033000602,"Census Tract 6.02, King County, Washington",wa,53,033,000602,3700,4068.199,0.909493403,1867,1833,50.46,49.54,180,229,151,95,287,628,840,451,272,464,28,75,4.86,6.19,4.08,2.57,7.76,16.97,22.7,12.19,7.35,12.54,0.76,2.03,2095,278,50,496,0,152,629,56.62,7.51,1.35,13.41,0,4.11,17,3124,576,84.43,15.57,2758,249,469,802,664,352,78,144,9.03,17.01,29.08,24.08,12.76,2.83,5.22,3572,758,2814,21.22,78.78,96795,125793.1353,52743,0.3766,1563,1515,48,96.93,3.07,1515,564,928,13,10,0,0,0,37.23,61.25,0.86,0.66,0,0,0,1870,2191,1213,1040,173,247,0,66,86,41,538,55.36,47.47,7.9,11.27,0,3.01,3.93,1.87,24.55,27,110,680,541,88,96,0,7.26,44.88,35.71,5.81,6.34,0
53033000700,"Census Tract 7, King County, Washington",wa,53,033,000700,5508,11020.73,0.499785327,3190,2318,57.92,42.08,303,228,114,66,714,1315,661,995,451,375,210,76,5.5,4.14,2.07,1.2,12.96,23.87,12,18.06,8.19,6.81,3.81,1.38,3724,327,43,984,0,130,300,67.61,5.94,0.78,17.86,0,2.36,5.45,5014,494,91.03,8.97,4083,256,492,1166,1197,664,50,258,6.27,12.05,28.56,29.32,16.26,1.22,6.32,5300,989,4311,18.66,81.34,88899,132375.2323,60421,0.4946,2488,2475,13,99.48,0.52,2475,861,1426,176,12,0,0,0,34.79,57.62,7.11,0.48,0,0,0,1787,3412,2148,1843,305,330,8,167,94,0,665,62.95,54.02,8.94,9.67,0.23,4.89,2.75,0,19.49,25,308,1050,637,338,68,74,12.44,42.42,25.74,13.66,2.75,2.99
53033000800,"Census Tract 8, King County, Washington",wa,53,033,000800,2636,5978.652,0.440902043,1278,1358,48.48,51.52,112,142,168,36,194,301,534,281,415,307,97,49,4.25,5.39,6.37,1.37,7.36,11.42,20.26,10.66,15.74,11.65,3.68,1.86,2295,20,1,190,11,15,104,87.06,0.76,0.04,7.21,0.42,0.57,3.95,2523,113,95.71,4.29,1984,29,142,342,944,384,56,87,1.46,7.16,17.24,47.58,19.35,2.82,4.39,2564,626,1938,24.41,75.59,130313,158120.3866,69181,0.3751,1148,1138,10,99.13,0.87,1138,675,426,37,0,0,0,0,59.31,37.43,3.25,0,0,0,0,2173,1493,757,698,59,168,0,44,33,0,491,50.7,46.75,3.95,11.25,0,2.95,2.21,0,32.89,34,31,361,506,216,0,24,2.72,31.72,44.46,18.98,0,2.11
53033000900,"Census Tract 9, King County, Washington",wa,53,033,000900,2092,5392.087,0.387975929,1017,1075,48.61,51.39,60,122,60,55,80,291,203,226,413,372,128,82,2.87,5.83,2.87,2.63,3.82,13.91,9.7,10.8,19.74,17.78,6.12,3.92,1542,87,0,312,0,54,97,73.71,4.16,0,14.91,0,2.58,4.64,2039,53,97.47,2.53,1715,23,95,195,596,445,155,206,1.34,5.54,11.37,34.75,25.95,9.04,12.01,2071,352,1719,17,83,132188,202368.7429,87150,0.45,966,883,83,91.41,8.59,883,512,296,75,0,0,0,0,57.98,33.52,8.49,0,0,0,0,1815,958,583,536,47,110,0,23,11,13,218,60.86,55.95,4.91,11.48,0,2.4,1.15,1.36,22.76,27,13,214,438,187,24,7,1.47,24.24,49.6,21.18,2.72,0.79
53033001000,"Census Tract 10, King County, Washington",wa,53,033,001000,2055,5577.875,0.368419854,1024,1031,49.83,50.17,89,150,121,87,195,186,355,298,259,184,61,70,4.33,7.3,5.89,4.23,9.49,9.05,17.27,14.5,12.6,8.95,2.97,3.41,1364,161,28,181,0,9,312,66.37,7.83,1.36,8.81,0,0.44,15.18,1960,95,95.38,4.62,1413,64,172,309,423,312,61,72,4.53,12.17,21.87,29.94,22.08,4.32,5.1,2010,572,1438,28.46,71.54,118125,142386.7704,55092,0.4604,781,771,10,98.72,1.28,771,196,387,170,6,0,0,12,25.42,50.19,22.05,0.78,0,0,1.56,1858,1001,520,413,107,136,12,60,21,0,252,51.95,41.26,10.69,13.59,1.2,5.99,2.1,0,25.17,29,43,322,295,95,16,0,5.58,41.76,38.26,12.32,2.08,0
53033001100,"Census Tract 11, King County, Washington",wa,53,033,001100,2549,6224.166,0.409532785,1471,1078,57.71,42.29,57,174,123,61,179,412,383,472,246,200,180,62,2.24,6.83,4.83,2.39,7.02,16.16,15.03,18.52,9.65,7.85,7.06,2.43,1752,11,6,528,40,47,165,68.73,0.43,0.24,20.71,1.57,1.84,6.47,2384,165,93.53,6.47,1955,8,135,305,830,526,29,122,0.41,6.91,15.6,42.46,26.91,1.48,6.24,2492,472,2020,18.94,81.06,136900,158629.5802,67123,0.351,1120,1048,72,93.57,6.43,1048,352,547,133,0,16,0,0,33.59,52.19,12.69,0,1.53,0,0,2320,1478,948,787,161,146,0,34,28,18,304,64.14,53.25,10.89,9.88,0,2.3,1.89,1.22,20.57,26,59,276,416,200,0,97,5.63,26.34,39.69,19.08,0,9.26
53033001201,"Census Tract 12.01, King County, Washington",wa,53,033,001201,4180,10737.67,0.389283657,1906,2274,45.6,54.4,367,58,200,9,134,1111,706,276,399,390,197,333,8.78,1.39,4.78,0.22,3.21,26.58,16.89,6.6,9.55,9.33,4.71,7.97,2830,366,7,431,0,144,402,67.7,8.76,0.17,10.31,0,3.44,9.62,3753,427,89.78,10.22,3412,328,544,1113,1026,242,159,0,9.61,15.94,32.62,30.07,7.09,4.66,0,4046,914,3132,22.59,77.41,44215,74030.64031,41780,0.5647,2494,2327,167,93.3,6.7,2327,352,1804,62,0,0,92,17,15.13,77.52,2.66,0,0,3.95,0.73,1616,2072,1266,1048,218,376,0,0,51,56,323,61.1,50.58,10.52,18.15,0,0,2.46,2.7,15.59,29,704,1066,528,14,0,15,30.25,45.81,22.69,0.6,0,0.64
53033001202,"Census Tract 12.02, King County, Washington",wa,53,033,001202,3557,11215.36,0.317154365,1816,1741,51.05,48.95,85,237,117,82,643,721,570,383,218,401,81,19,2.39,6.66,3.29,2.31,18.08,20.27,16.02,10.77,6.13,11.27,2.28,0.53,1861,554,15,564,0,169,394,52.32,15.57,0.42,15.86,0,4.75,11.08,3184,373,89.51,10.49,2393,87,413,488,610,530,120,145,3.64,17.26,20.39,25.49,22.15,5.01,6.06,3499,889,2610,25.41,74.59,76556,104278.3472,47688,0.4992,1720,1561,159,90.76,9.24,1561,435,1040,60,0,0,14,12,27.87,66.62,3.84,0,0,0.9,0.77,1820,2092,938,761,177,392,0,48,66,19,629,44.84,36.38,8.46,18.74,0,2.29,3.15,0.91,30.07,25,113,1060,309,43,15,21,7.24,67.91,19.8,2.75,0.96,1.35
53033001300,"Census Tract 13, King County, Washington",wa,53,033,001300,4882,10707.57,0.455939178,2363,2519,48.4,51.6,246,61,88,62,423,1326,1045,563,405,401,181,81,5.04,1.25,1.8,1.27,8.66,27.16,21.41,11.53,8.3,8.21,3.71,1.66,2828,352,185,844,0,305,368,57.93,7.21,3.79,17.29,0,6.25,7.54,4189,693,85.8,14.2,4002,188,637,1165,1332,450,114,116,4.7,15.92,29.11,33.28,11.24,2.85,2.9,4683,445,4238,9.5,90.5,83816,101382.0179,52563,0.4095,2598,2458,140,94.61,5.39,2458,601,1740,77,0,0,0,40,24.45,70.79,3.13,0,0,0,1.63,1485,3125,1689,1412,277,577,0,115,108,80,556,54.05,45.18,8.86,18.46,0,3.68,3.46,2.56,17.79,29,484,1147,561,152,84,30,19.69,46.66,22.82,6.18,3.42,1.22
53033001400,"Census Tract 14, King County, Washington",wa,53,033,001400,5201,6257.309,0.831188021,2504,2697,48.14,51.86,243,271,224,119,319,1008,1135,724,656,270,206,26,4.67,5.21,4.31,2.29,6.13,19.38,21.82,13.92,12.61,5.19,3.96,0.5,3999,15,34,328,16,134,675,76.89,0.29,0.65,6.31,0.31,2.58,12.98,4882,319,93.87,6.13,4025,69,497,806,1517,817,209,110,1.71,12.35,20.02,37.69,20.3,5.19,2.73,5059,893,4166,17.65,82.35,125071,162305.0424,71687,0.4293,2403,2241,162,93.26,6.74,2241,1121,905,199,0,0,16,0,50.02,40.38,8.88,0,0,0.71,0,1829,3444,2166,1761,405,434,101,55,73,42,573,62.89,51.13,11.76,12.6,2.93,1.6,2.12,1.22,16.64,29,107,823,955,321,35,0,4.77,36.72,42.61,14.32,1.56,0
53033001500,"Census Tract 15, King County, Washington",wa,53,033,001500,2679,5942.034,0.450855757,1414,1265,52.78,47.22,82,96,138,73,160,249,426,300,516,370,215,54,3.06,3.58,5.15,2.72,5.97,9.29,15.9,11.2,19.26,13.81,8.03,2.02,2173,59,0,137,0,21,289,81.11,2.2,0,5.11,0,0.78,10.79,2659,20,99.25,0.75,2130,0,141,468,851,424,158,88,0,6.62,21.97,39.95,19.91,7.42,4.13,2636,536,2100,20.33,79.67,187143,253107.261,107375,0.4567,1129,1088,41,96.37,3.63,1088,590,325,152,9,0,0,12,54.23,29.87,13.97,0.83,0,0,1.1,1938,1547,1019,942,77,92,0,40,27,0,369,65.87,60.89,4.98,5.95,0,2.59,1.75,0,23.85,28,41,251,480,236,24,56,3.77,23.07,44.12,21.69,2.21,5.15
53033001600,"Census Tract 16, King County, Washington",wa,53,033,001600,4785,6134.107,0.780064618,2404,2381,50.24,49.76,234,322,362,219,230,462,883,795,579,389,200,110,4.89,6.73,7.57,4.58,4.81,9.66,18.45,16.61,12.1,8.13,4.18,2.3,3811,25,0,517,0,35,397,79.64,0.52,0,10.8,0,0.73,8.3,4591,194,95.95,4.05,3418,30,184,538,1394,727,333,212,0.88,5.38,15.74,40.78,21.27,9.74,6.2,4659,1189,3470,25.52,74.48,219583,234067.8533,91837,0.3817,1922,1882,40,97.92,2.08,1882,1071,601,191,7,0,0,12,56.91,31.93,10.15,0.37,0,0,0.64,2262,2557,1280,1097,183,158,0,38,62,0,1019,50.06,42.9,7.16,6.18,0,1.49,2.42,0,39.85,30,92,633,813,245,75,24,4.89,33.63,43.2,13.02,3.99,1.28
53033001701,"Census Tract 17.01, King County, Washington",wa,53,033,001701,4109,11920.52,0.344699667,1989,2120,48.41,51.59,224,82,170,79,276,1607,728,426,304,151,55,7,5.45,2,4.14,1.92,6.72,39.11,17.72,10.37,7.4,3.67,1.34,0.17,2426,297,0,550,0,149,687,59.04,7.23,0,13.39,0,3.63,16.72,3565,544,86.76,13.24,3278,275,417,615,1532,312,79,48,8.39,12.72,18.76,46.74,9.52,2.41,1.46,3917,555,3362,14.17,85.83,93048,111989.5192,57093,0.3948,2237,2080,157,92.98,7.02,2080,542,1531,0,7,0,0,0,26.06,73.61,0,0.34,0,0,0,1960,2978,1481,1340,141,746,0,51,37,0,663,49.73,45,4.73,25.05,0,1.71,1.24,0,22.26,29,299,998,743,30,0,10,14.37,47.98,35.72,1.44,0,0.48
53033001702,"Census Tract 17.02, King County, Washington",wa,53,033,001702,5441,11007.58,0.494295726,3017,2424,55.45,44.55,341,138,221,20,262,1604,1071,483,517,486,151,147,6.27,2.54,4.06,0.37,4.82,29.48,19.68,8.88,9.5,8.93,2.78,2.7,3870,222,43,526,0,215,565,71.13,4.08,0.79,9.67,0,3.95,10.38,4764,677,87.56,12.44,4459,216,636,1003,1632,713,90,169,4.84,14.26,22.49,36.6,15.99,2.02,3.79,5238,919,4319,17.54,82.46,121440,149903.192,65808,0.3866,2585,2287,298,88.47,11.53,2287,827,1282,107,0,71,0,0,36.16,56.06,4.68,0,3.1,0,0,1785,3522,1723,1636,87,624,0,121,107,0,947,48.92,46.45,2.47,17.72,0,3.44,3.04,0,26.89,28,287,786,892,133,96,93,12.55,34.37,39,5.82,4.2,4.07
53033001800,"Census Tract 18, King County, Washington",wa,53,033,001800,4641,12705.13,0.365285476,2544,2097,54.82,45.18,142,130,90,54,404,2473,602,363,156,118,2,107,3.06,2.8,1.94,1.16,8.71,53.29,12.97,7.82,3.36,2.54,0.04,2.31,2965,82,12,1003,89,112,378,63.89,1.77,0.26,21.61,1.92,2.41,8.14,4320,321,93.08,6.92,3821,84,297,849,1709,625,77,180,2.2,7.77,22.22,44.73,16.36,2.02,4.71,4546,1040,3506,22.88,77.12,113583,160954.0668,82017,0.4513,2542,2336,206,91.9,8.1,2336,616,1628,15,0,0,22,55,26.37,69.69,0.64,0,0,0.94,2.35,1907,3544,1929,1787,142,621,95,62,114,70,653,54.43,50.42,4.01,17.52,2.68,1.75,3.22,1.98,18.43,28,284,1232,631,140,49,0,12.16,52.74,27.01,5.99,2.1,0
53033001900,"Census Tract 19, King County, Washington",wa,53,033,001900,5061,7861.902,0.643737346,2491,2570,49.22,50.78,197,297,96,139,305,1282,867,675,355,470,236,142,3.89,5.87,1.9,2.75,6.03,25.33,17.13,13.34,7.01,9.29,4.66,2.81,3437,208,21,844,0,140,411,67.91,4.11,0.41,16.68,0,2.77,8.12,4872,189,96.27,3.73,4027,72,331,784,1853,781,112,94,1.79,8.22,19.47,46.01,19.39,2.78,2.33,4954,986,3968,19.9,80.1,134602,165864.698,75151,0.4157,2300,2252,48,97.91,2.09,2252,951,1187,91,0,0,17,6,42.23,52.71,4.04,0,0,0.75,0.27,2349,3008,1369,1251,118,508,25,42,98,13,953,45.51,41.59,3.92,16.89,0.83,1.4,3.26,0.43,31.68,27,122,1054,748,281,30,17,5.42,46.8,33.21,12.48,1.33,0.75
53033002000,"Census Tract 20, King County, Washington",wa,53,033,002000,4240,9701.084,0.437064573,1973,2267,46.53,53.47,193,148,206,114,288,667,622,826,449,446,80,201,4.55,3.49,4.86,2.69,6.79,15.73,14.67,19.48,10.59,10.52,1.89,4.74,3203,81,3,552,0,21,380,75.54,1.91,0.07,13.02,0,0.5,8.96,4097,143,96.63,3.37,3291,0,149,999,1266,491,112,274,0,4.53,30.36,38.47,14.92,3.4,8.33,4116,813,3303,19.75,80.25,145352,173918.0436,66661,0.4071,1587,1513,74,95.34,4.66,1513,826,606,77,4,0,0,0,54.59,40.05,5.09,0.26,0,0,0,2110,2083,1076,906,170,314,0,63,43,31,556,51.66,43.49,8.16,15.07,0,3.02,2.06,1.49,26.69,29,96,492,605,267,27,26,6.35,32.52,39.99,17.65,1.78,1.72
53033002100,"Census Tract 21, King County, Washington",wa,53,033,002100,4770,9047.625,0.527210165,2521,2249,52.85,47.15,373,137,201,183,380,1029,551,711,633,304,141,127,7.82,2.87,4.21,3.84,7.97,21.57,11.55,14.91,13.27,6.37,2.96,2.66,3630,111,14,514,0,32,469,76.1,2.33,0.29,10.78,0,0.67,9.83,4464,306,93.58,6.42,3496,67,274,753,1398,442,259,303,1.92,7.84,21.54,39.99,12.64,7.41,8.67,4546,1031,3515,22.68,77.32,141743,170337.3258,72349,0.4455,1996,1937,59,97.04,2.96,1937,825,945,123,0,0,0,44,42.59,48.79,6.35,0,0,0,2.27,1918,2865,1392,1240,152,512,0,172,137,0,652,48.59,43.28,5.31,17.87,0,6,4.78,0,22.76,26,91,692,826,253,50,25,4.7,35.73,42.64,13.06,2.58,1.29
53033002200,"Census Tract 22, King County, Washington",wa,53,033,002200,5955,5500.353,1.082657912,3171,2784,53.25,46.75,350,474,316,188,335,563,880,803,796,629,445,176,5.88,7.96,5.31,3.16,5.63,9.45,14.78,13.48,13.37,10.56,7.47,2.96,4221,32,44,910,0,66,682,70.88,0.54,0.74,15.28,0,1.11,11.45,5571,384,93.55,6.45,4292,7,196,740,1461,1247,344,297,0.16,4.57,17.24,34.04,29.05,8.01,6.92,5697,1364,4333,23.94,76.06,165750,202744.7806,80992,0.4465,2457,2347,110,95.52,4.48,2347,1510,682,89,48,18,0,0,64.34,29.06,3.79,2.05,0.77,0,0,2862,2900,1604,1332,272,351,0,71,27,22,825,55.31,45.93,9.38,12.1,0,2.45,0.93,0.76,28.45,30,52,755,1088,327,107,18,2.22,32.17,46.36,13.93,4.56,0.77
53033002400,"Census Tract 24, King County, Washington",wa,53,033,002400,3143,8457.137,0.371638788,1663,1480,52.91,47.09,136,195,166,129,132,406,399,407,717,299,120,37,4.33,6.2,5.28,4.1,4.2,12.92,12.69,12.95,22.81,9.51,3.82,1.18,2500,7,0,353,12,0,271,79.54,0.22,0,11.23,0.38,0,8.62,3031,112,96.44,3.56,2385,30,73,426,698,765,199,194,1.26,3.06,17.86,29.27,32.08,8.34,8.13,3070,725,2345,23.62,76.38,164948,186208.3151,79174,0.3532,1419,1371,48,96.62,3.38,1371,534,561,276,0,0,0,0,38.95,40.92,20.13,0,0,0,0,1638,1928,865,806,59,316,24,86,41,27,569,44.87,41.8,3.06,16.39,1.24,4.46,2.13,1.4,29.51,27,81,429,647,198,16,0,5.91,31.29,47.19,14.44,1.17,0
53033002500,"Census Tract 25, King County, Washington",wa,53,033,002500,3318,8730.35,0.380053498,1629,1689,49.1,50.9,169,330,159,29,140,655,611,378,393,383,45,26,5.09,9.95,4.79,0.87,4.22,19.74,18.41,11.39,11.84,11.54,1.36,0.78,2607,0,13,436,0,0,262,78.57,0,0.39,13.14,0,0,7.9,3202,116,96.5,3.5,2491,28,126,412,863,671,182,209,1.12,5.06,16.54,34.64,26.94,7.31,8.39,3257,912,2345,28,72,152451,196795.8967,77792,0.4224,1342,1316,26,98.06,1.94,1316,626,558,122,0,0,10,0,47.57,42.4,9.27,0,0,0.76,0,2545,2001,931,722,209,330,0,57,79,23,581,46.53,36.08,10.44,16.49,0,2.85,3.95,1.15,29.04,29,104,480,558,110,64,0,7.9,36.47,42.4,8.36,4.86,0
53033002600,"Census Tract 26, King County, Washington",wa,53,033,002600,5665,12059.8,0.469742331,3035,2630,53.57,46.43,161,263,346,217,694,1213,764,921,659,302,82,43,2.84,4.64,6.11,3.83,12.25,21.41,13.49,16.26,11.63,5.33,1.45,0.76,4493,24,0,719,0,35,394,79.31,0.42,0,12.69,0,0.62,6.95,5475,190,96.65,3.35,3984,44,74,625,1702,1162,164,213,1.1,1.86,15.69,42.72,29.17,4.12,5.35,5541,1525,4016,27.52,72.48,180875,204119.012,74240,0.449,2193,2004,189,91.38,8.62,2004,1212,675,117,0,0,0,0,60.48,33.68,5.84,0,0,0,0,2244,3774,2006,1765,241,535,0,301,111,0,821,53.15,46.77,6.39,14.18,0,7.98,2.94,0,21.75,24,203,587,796,314,80,24,10.13,29.29,39.72,15.67,3.99,1.2
